comments;source;label
wkwkwkwk sebelum ribuan gw ke sumpah;tiktok;negative
perlawanan mengatur pelawanan bola rasuah bola demi kepentingan ekonomi para pemimpin politik parriah asean so boikot sukan bola malaysiaasean;youtube;positive
udah ada mu madura sama sama klasemen posisi;youtube;negative
bikin hari biasa jadi luar biasa;youtube;neutral
sblm puluhan ribuan;tiktok;neutral
sepi bang;tiktok;negative
lawan tim yang baru jadi sehari aja keok gue yakin bahkan itu antar pemain belum saling kenal;tiktok;negative
emyu tahun ini kena kutukan keknya;tiktok;positive
kalah menang wajar tapi kalo kalah terus itu gak wajar;tiktok;negative
hahaha setan merah kalah;tiktok;negative
wajar mereka menang lawannya tim lemah seperti mu;youtube;negative
ini memang sepak bola asean sudah mulai maju ini bukan salah mu nya yg bapuk;youtube;positive
mu cuma ngalah aja liat aja lord maguire juga di ganti klo g di ganti udh rata asean;tiktok;positive
tim badut;tiktok;negative
dihina tidak tumbang dipuji tidak pantes;news;negative
lawan pemain aff kalah anj dawen jawaw;tiktok;negative
kkkkkk kalah satu kosong;tiktok;negative
diluar prediksi bmkg;tiktok;negative
saya dari indonesiakurang berminat menonton laga inibesuk lawan china kualifikasi piala dunia pasti seru;youtube;negative
apalgi ketemu persib;tiktok;negative
dahlah jadi decul aj gw;tiktok;negative
klo tau gini mending persib vs mu;tiktok;negative
turut berduka cita sebagai fan manchester united;tiktok;negative
badut mu nih boss;tiktok;negative
malu berak cik;tiktok;negative
mending season depan degradasi aja asli;tiktok;negative
duo lagi nyantai jangan ribut;tiktok;negative
memang sudah jadi tim papan tengah ke bawah;youtube;negative
santai nanti jumat main lagi bng;tiktok;negative
udah jualan lalapan aja;tiktok;negative
ampun sya liat ini club;tiktok;negative
club hina lebih hina dari kotoran;youtube;negative
hal yg paling qw tunggu laga antara asean all star vs mu adalah atraksi koreografi yg dapat disuguhkan fans malaysia namun gga ada koreografi yg bisa ditampilkan fans malaydes haya omong kosong doang merasa koreografinya paling hebat ternyata cuma segitu doang;youtube;positive
peforma emyu lagi tipiss sabar y a bg;tiktok;positive
alasan mu hampir degradasi di liga;youtube;negative
tidak dihina pun sudah hina mu;tiktok;negative
katanya king kok kalah sama asean star anjay;tiktok;negative
dah jadi tim papan tengah kesamping;youtube;negative
bahagia banget dapat rezeki berkah dari;youtube;neutral
asean all star jgn bangga sangatlawan kelab bawahan je pon;tiktok;negative
udh dalam lebih dalam;tiktok;negative
kok kalah sama tim yg baru terbittttt menang asean all star;tiktok;negative
hampir aja;youtube;neutral
ada yang gak masuk;tiktok;neutral
ya allah;tiktok;neutral
hari ini banya cowosuami orang badmood dear para istri apltau cewenya kelen sbaar aja yaaa beberapa hari ini;tiktok;neutral
beda jaman bang;tiktok;positive
titik terendah;tiktok;negative
sebelum ribuan absen di sini ya;tiktok;neutral
buset kalah mu apalagi lawan timnas indonesia bisa di bantai banyak tuh mudi asean market value tertinggi dan wakil di round hanya indonesia brow;tiktok;negative
ya gajadi angkat piala;tiktok;negative
login barca atau madrid aja bng pasti full bahagia;tiktok;negative
masih ada leg koh;tiktok;positive
piala nasi lemak pun kau tak mampu;tiktok;negative
penjualan jersey masih aman sabar sabar viscabarca vamoosss;tiktok;neutral
bg dulu itu kan beda squad nya beda kalo myu vs asean squad dulu udah pasti menang;tiktok;positive
di puji tidak terbang di hina tiap hari bangmu;tiktok;negative
itu masih lawan all asean belum lawan indonesian all star;tiktok;negative
haha jauh jauh datang malaysia;tiktok;negative
kayaknya pas jaman ten hag kita bisa juara di asean tenggara dah;tiktok;negative
emang paling bener dah kalo mau tsunami tropy wajib join klub liga indo;tiktok;negative
cuma kok bang;tiktok;negative
jangan dihina soalnya udah hina;tiktok;negative
datang jauh jauh membanggakan team;tiktok;negative
emyu doang kali bukan eropa;tiktok;negative
pertama;tiktok;neutral
peringkat menyedihkan;youtube;negative
sama persika karawang juga di bantai itu mu;tiktok;negative
dia belum tau di asean ada yang namanya malik risaldy;tiktok;neutral
astaghfirullah united;tiktok;negative
kalah trus nasib;tiktok;negative
yang sabar yadek ya;tiktok;negative
absen sebelum rame;tiktok;neutral
haduh sabar bang mungkin bukan rezekinya;tiktok;positive
hampir pertama;tiktok;neutral
lawan pss sleman aja tu mu uda bubar aja udaa jual stadion buat buka usaha pecel lele;tiktok;negative
mu mending join di liga bri;tiktok;negative
liat aja stadium bukit jalil di malaysia ini fasilitasnya bertaraf dunia gbk di indondesh fasilitasnya sungguh jorok;youtube;neutral
kecewakan berat;tiktok;negative
ini mu yg d ligga inggris kah min kok iya harusnya bukan tapi;youtube;negative
ada pemain persib bandung yang no bunggung yang nama nya kakang;tiktok;neutral
ama ayam sayur kalah ama asean kalah gimna nih munyuk wkwkwkwkwkw masuk liga indonesia aja lah mu mah;tiktok;negative
kriyybukan kalah tapi mengalah ke klub kecil;tiktok;negative
sebelum ribuan gua ke sumpah;tiktok;neutral
indonesia hanya pemain ya;news;neutral
hari ini gak masak suami lagi gak mood tim kecintaan dia kalah;tiktok;neutral
absen dlu sebelum rame;tiktok;neutral
antara senang dan sedih;tiktok;neutral
all str yg bukn star aja kalah anying club tai;youtube;negative
pertama;tiktok;neutral
kata amorim kami tidak terlalu serius saat bertanding;youtube;negative
alhamdulillah asean all stars menang;tiktok;neutral
bermain ama persib juga gayakin bisa menang;tiktok;negative
sebelum ribuan;tiktok;neutral
mu cuma passing aj biasa nya ad strategi;tiktok;negative
malu berak;tiktok;negative
kalah kalah aja bg;tiktok;negative
mu butuh lawan yang sepadanlawan psis contohnya;tiktok;negative
sahabat kita di gituin ma unitet dan real madrid;tiktok;negative
malaydesh hrus hati nih ktmu vietnam bsok krna pelatih kim sang sik akan jd sprti coach sty jilid tuh mu aja kalah lawan tim yg baru dibentuk;youtube;negative
gausah dihn udah hin;tiktok;negative
udh bb juara asean all stars lagi;tiktok;negative
dulu lawan europa menang sekarang lawan asean aja susah;tiktok;negative
coba aja lawan arsenal kelar udah asean starting lx;youtube;positive
menang kalah adat pertandingan mu kalah udah jdi tabiat;tiktok;negative
haha berharap;tiktok;negative
pemain mu sekarang;tiktok;negative
padahal aseannya aja bukan squad terbaik;youtube;negative
pertama;tiktok;neutral
singkat kalahga mau makan;tiktok;negative
terimakasih selalu upload kak walaupun masih sibuk banget;youtube;neutral
jauh jauh dari inggris kalah sama tarkam;tiktok;negative
bangun woi tiktok udh bisa kirim komen foto;tiktok;neutral
cuman satu kosong juga;tiktok;positive
ada kakang rudianto;tiktok;neutral
pertama dong;tiktok;neutral
gak salah tempat maskapai malaysia airlines kan sponsor utama mu maskapai indondesh garuda diambang bankrupsi gak ada dana untuk sponsor tim sukan bertaraf dunia;youtube;neutral
susah kan juara aff;tiktok;negative
bismillah emyu winnn;tiktok;neutral
batu di kasih tau juga lagi puasa ga akan menang;tiktok;negative
udh ganti aja pemain mu sama pemain asean;tiktok;negative
indonesia today;youtube;neutral
udah difase liat mu kalah ketawa aja;tiktok;negative
formalitas aja buat mu;youtube;positive
waktu indonesia vs argentinagarnacho di kantongin asnawi;tiktok;neutral
maaf bangemyu resmi bubar;tiktok;negative
fun match ngapain diseriusin emang pernah serius perasaan lawak mulu dah;tiktok;negative
kalah menang memang hal yang wajar tapi kalau kalah mulu itu udah hina;tiktok;negative
mending lawan madun;tiktok;negative
mau liat orang setia gak;tiktok;neutral
dan sejak inilahthailand malaysia myanmar kemboja indonesia singapore laos tidak akan saling caci lgi krna dgn bersatu bisa jadi kekuatan yg luar biasa;youtube;neutral
kakang sm malik aja belum turun;tiktok;neutral
kalah tetap kalahmu kalah;tiktok;negative
apresiasi indonesia bs mengirim kakang rudianto dan malik rizaldi untuk asean all stars dan selamat buat maung maung lwin myanmar yg mencetak gol tunggal aas;youtube;neutral
iri nya indon nol piala;youtube;neutral
itu yg nomer patrik dorgu cok;tiktok;negative
suporter united malaysia sepi amat beda jauh sama indonesia mu salah pilih tempat;youtube;neutral
azril bukan ajril lawak;tiktok;negative
meriah nya stadium lama tak nampak vibe macam ni;youtube;neutral
tapi ini kalah tros tim apa ini cokkk;tiktok;negative
main liga tarkam bang kalau mau menang;tiktok;negative
ngapain dirombak lakuan jg gini buat luculucuan;youtube;negative
keterlaluan siihh;tiktok;negative
lapis bang bukan irvine jay idzes main wkwkkw;tiktok;negative
capek dah liat emyu kalah;tiktok;negative
p mie ayam der;tiktok;neutral
kalah menang tetap ggmu;tiktok;positive
minimal bisa komen fito;tiktok;negative
lawan psms medan pun kayaknya kalah tu mu;tiktok;negative
termasuk wong betah isin dino ikifans mu;tiktok;negative
udah gak ketolong;tiktok;negative
udh paling bener di jadikan klub malam;tiktok;negative
sebelum ribuan;tiktok;neutral
kenapa lah tk panggil liverpool nak tgok juga liverpool kalah ni mu dah lah kalau final lagi dgn asean kalah lagi;tiktok;negative
sebelum ribuan;tiktok;neutral
indonesia nyinyir mulu;youtube;neutral
asean all star bukan asia all star asean lapis baru hari latihan;tiktok;negative
bisa kalah juga lawan timnas timor leste;news;negative
makan lah sikit nanti sakit;tiktok;negative
kalo kalah ama hong kong udah pindah liga aja udah;tiktok;negative
kalah menang itu hal yang wajar tapi kalah dari asean all star itu tidak wajar;tiktok;negative
kan aku dah bilang;tiktok;negative
wajarlah kakang dari tim peringkat kalo garnacho peringkat;tiktok;positive
keknya hrs join ke liga deh bang biar seru persaingannya;tiktok;negative
f doogansudh lawan lapis asean kalah lagi blm lawan star ny di indo apalagi asian all star selesai dah tu club malam;tiktok;negative
pemain asean kaya ada sensi ke malik risaldi gapernah dioper anjrr padahal kosong ngoper ke kiri mulu kontrol kanannya rusak kah;tiktok;neutral
baru jugak asean belum asia;tiktok;negative
dulu lawan europa xi menang;tiktok;negative
gak kuat delok evakuasi ne cah;tiktok;negative
makanya pergi ke indonesia tour bareng klub indonesia kayak persib dgn persija;youtube;neutral
sengaja ngalah aja itu menghormati tuan rumah;tiktok;positive
bukan club setan merah lagi;tiktok;negative
hmmm mu kalahh;tiktok;negative
aduh kemarin kalah sama tote;tiktok;negative
bingung kenapa mu kalah;tiktok;negative
lagian liga barusan minggu kemaren selesai ucl aja belum tahu siapa juaranya mu udah tour pra musim aja kecapekan tuhh pemainnya;tiktok;positive
uel ga dpt piala aff ga dpt nih team apa sih;tiktok;negative
kalah sama team baru seminggu;tiktok;negative
di liga juga paling mentok besarr;tiktok;negative
melaka united mai elok lagi;tiktok;negative
badut spanyol;tiktok;negative
pertama;tiktok;neutral
sama asean kalah parah;tiktok;negative
ada yang main ga dari indo;youtube;negative
kala menang itu wajar;tiktok;positive
wajar menanglawan nya tim papan bawah liga inggris;tiktok;negative
serius sebapuk ini mu yg dlu pernah menang europe xi;tiktok;negative
dh terbukti mu memang kalah;tiktok;negative
manchester united suruh main di bri liga aja;tiktok;negative
apa minta di suapin king barca;tiktok;neutral
sebelum ribuan;tiktok;neutral
mu kalah;tiktok;negative
suruh jualan pecel lele aja bang;tiktok;negative
soundnya pas kalah menang itu hal wajar tapi kalo kalah terus gak ada menang sekalipun itu baru gak wajar;tiktok;negative
alhamdulillah asean all stars menang;tiktok;neutral
mu main di liga indo aja;tiktok;negative
sumpah kasian bet nengok mu;tiktok;negative
jauh jauh ke malaysia buat kalah buat apa;tiktok;neutral
traning day;tiktok;negative
bubarkan saja bikin baru mu reborn;tiktok;negative
aduh mu kenapa;tiktok;positive
emyu lagi fokus untuk piala antar kampung;tiktok;negative
titik terendah banget inimah jir ngelawan asean allstar grande b;tiktok;negative
wajar aja bg semua permainan ada kekalahan;tiktok;positive
ini beneran klub epl;tiktok;negative
udah ga ketolong;tiktok;negative
kan mu mode pure;tiktok;negative
mu bubarin aja suruh maen berbi;tiktok;negative
mantap lah;tiktok;positive
jawab gua donk siapa nomer d persib;tiktok;neutral
mu bgebadut lawan asean allstar;tiktok;negative
itu asean lapis padahal asean tim utama nya lagi pada di bali;tiktok;negative
tak apa cuma secawan;tiktok;positive
beda generasi bro;tiktok;neutral
level mu sekarang liga bri;tiktok;negative
komen dulu sebelum rame;tiktok;neutral
emang mu tim besar;tiktok;positive
pertama;tiktok;neutral
lu ngapain dukung team mu si selama onana masih di mu mu pasti kalah terus;tiktok;negative
soal kalah mu menang;tiktok;negative
apalah kok bisa king emyu harus bangkit aa;tiktok;positive
mu anj lawan asean aja kalah anj;tiktok;negative
kalah sama asean;tiktok;negative
kalau saja main di indonesia mungkin penontonnya full;youtube;neutral
sokong asean hadir;tiktok;neutral
kirain final leg tadi;tiktok;negative
mending mu ke liga satu indonesia saja;tiktok;negative
kan beda bang mu dulu tuh gacor banget sekarang ya begitulah;tiktok;negative
keren malaysia bisa menang cry;tiktok;negative
baru mnt udh k like tutor bg kyle;tiktok;neutral
udah gak ketolong lagi tolongggg;tiktok;negative
di hina tak tumbang di puji tidak pantas;tiktok;negative
ragemenang kalah tu adat la tapi kalau mu kalah tu tabiat;tiktok;negative
tetap mu kan bang;tiktok;positive
sprti kata boah emyu mah vs ps tni aja kalah;tiktok;negative
mu main tarkam aja;tiktok;negative
badut mu badut mu;tiktok;negative
gak mau;tiktok;negative
dibilang mu tidak pantas mendapat piala sekolah eh ternyata betul betul ngadapat;tiktok;negative
mau ketawa tapi kasihan;tiktok;negative
gw berak pun masih kepikiran;tiktok;negative
luar biasa ribu tiket ludes terjual;youtube;neutral
plissiapa sih yg nyuapin itugak tau apa klo org lagi patah hati gitu udah bang jgn sedihdicoba lagi dah;tiktok;neutral
daenk rukka menghilang dari lane;tiktok;neutral
gagalnya ga cuma di eropa tapi diasean;tiktok;negative
bingung kenapa manchester united ga main di liga indo;tiktok;negative
ku kira lawan sepadan ternyata beda kelas tuker tambah aja asean all star ke epl gantiin emyu;tiktok;negative
mancaster mah emang bot;tiktok;negative
udah bubarin aja ini clubsuruh jualan batagor aja;tiktok;negative
gw join jdi beban kek nya menang jga tuh asean;tiktok;negative
anjay;tiktok;neutral
mu kayak level liga indonesia;tiktok;negative
kiper bangkok united lebih bagus dr onana kahh;tiktok;negative
bukan ke;tiktok;neutral
mu suruh main diliga aja bg biar bisa mng;tiktok;negative
kalah menang itu hal yang wajar hahahahahhahahaha;tiktok;negative
udah degradasi kalah ama asean all star lapis lgi;tiktok;negative
kejadian mei kok terjadi;tiktok;negative
makanlah sedikit nanti sakit embarrassedembarrassedembarrassed;tiktok;neutral
kalo kata gua mah lgsg daftar tarkam aja di indonesia wkwkwkw;tiktok;negative
kalah menang memang wajar kalok kalah terus kurang ajarr;tiktok;negative
gue kesini cuma baca komen;youtube;neutral
beruntungnya yg undang manchester united coba kalau yang diundang indonesia dibuat malu tuan rumah pasti dibabat habis kalau sama indonesia;youtube;negative
devandarmawan;tiktok;neutral
lahad datu remix sudah kalah telak;tiktok;negative
my suruh narik becak aja;tiktok;negative
kalau masuk fifa itu patut di curigai kok bisa mu kalah sama gorengan al star yakin ada mafia;tiktok;positive
menurutku mu main nya gk serius soalny kan laga persahabatan;tiktok;positive
kok ga di siarain tv ya;youtube;neutral
bgadityanasution;tiktok;neutral
pemain star pun ada orang ja;tiktok;neutral
mu makin jadi badut ngelawak doang bisanya;youtube;negative
lawan tim yang pemainnya belum tentu saling kenal aja kau tidak sanggup king mu;tiktok;negative
bagus jadi setiker;tiktok;negative
tau rendah amat harga diri sekelas mu sampe main gak serius berujung kalah;youtube;negative
udah bener di bubarin;tiktok;negative
sblum ribuan;tiktok;neutral
kayaknya emang udah ngga bisa menang tuh klub;tiktok;negative
bayangin aja kalo lawan timnas indonesia full squad;tiktok;negative
lah bukanye allstar berlawan ke salam dari malaysia;tiktok;neutral
tebak keadaan mental fens mu saat nongkrong bareng;tiktok;negative
aku heran kenapa asean all star cuma menang lawan emyu;tiktok;negative
bubarin aja tu klub nya;tiktok;negative
manchester united udah enggak sperti dlu;tiktok;negative
wajar bang beda zaman;tiktok;positive
belom mode serius itu emyu lagian kan emyu jago nya di eropa bukan di asia tsunami trophy tunggu tahun;tiktok;positive
pertama;tiktok;neutral
berita macam apa ini kawan admin next tidak usah ditayangin lagi krn merusak fungsi hati dan pikiran banyak orang wong ud di dalam goa kok masih aja digangguin toh masmas youll never walk alone mas;news;negative
kalah menang itu adat permainan tapi kalah itu udah lumrah mu;tiktok;negative
kalah menang itu wajar tpi klo ini kalah terus ga wajar sih;tiktok;negative
memang layak jadi pilihan utama;youtube;neutral
sedang menghibur diri ya;youtube;negative
mu lemah sangat asian pun tak boleh menang mu beban;tiktok;negative
salut kepada pelatih kim sang sik;youtube;negative
sumpahh kangenn ciroo;tiktok;negative
jadi kasian nengoknya;tiktok;negative
lawan liga selayang belum tentu menang;tiktok;negative
babak pertama aja ruben udah gigit jari;tiktok;negative
hasil pertandinganbagi jatah hasil uang tiket management muaff dan fammudah mudahan gak rugi;youtube;positive
semoga dibalas kyle kusumo;tiktok;neutral
menang atau kalah itu adat tetapi mu kalah memang tabiat diaorang;tiktok;negative
udah centang biru aja bg;tiktok;neutral
banyak bangku kosong;youtube;neutral
sebelum ribuan asli;tiktok;neutral
jgn kan lawan all star asean mu lawan rans saja pasti kalah;tiktok;negative
munyukk munyukkkk;tiktok;negative
lagian klub kecil kok boleh tour ke asia padahal sekelas persis;tiktok;negative
udh kebangetan mu;tiktok;negative
menyalaabang ku;youtube;neutral
tunggu fokus utk musim depan king emyu kebanjiran trofi;tiktok;positive
itu pemainnya juga pasti belum pada kenal jir belum akrab;tiktok;negative
gimana kalau tim itu cuma ngalah aja biar kita bahagia aja;tiktok;positive
manaa kemaren orang yg hujatt asean allstars pada ngumpet kah karena maluu udah ngehujat bakalan kalah tapii malah menang kebukti kan sekarang siapa yg menang hah mana kebanyakan yg hujat orangindonesia semuanya lagii pertandingannya belom mulai ajaa banyak yg ga yakin dan ngehujat kalo ga bakalan menang hahamalu w mah jadi lo org yg udah nge hujat;youtube;negative
itu mu pemain inti kah;tiktok;negative
mu gk semangat amat mainnya;youtube;negative
lawan team baru bikin aja gak bisa sangingin mumu;tiktok;negative
bintangajaa iqball arman makan dulu nak kesehatanmu dijaga cuma pertandingan bola ituu;tiktok;negative
negara terorist bahaya;youtube;neutral
mimpi buruk garnacho ya pemain indo hahahaha;tiktok;negative
dah lah capek bully mu;tiktok;negative
yang bilang mu lapis kedua lapis kedua hey meskipun lapis kedua tuh mereka pemain internasional woi banyak pemain yang terkenal juga ikut main;tiktok;negative
bang aku lahir bulan;tiktok;neutral
mu klo lawan persib yg menang jga persib deh;tiktok;negative
fun match kocak ngapain di seriusin;tiktok;positive
udah paling bagus itu club bubar aja;tiktok;negative
lucu amat konten ini hahaha;tiktok;negative
sekelas mu dikalahin team asean alstar;tiktok;negative
tanda bakal tsunami tropi musim depan;tiktok;positive
dulu indonesia asean all stars;tiktok;neutral
mu niat cari piala sampe pelosok ehh malah zonk;tiktok;negative
gabut;tiktok;neutral
maksudnya asean all sfarpemain asean digabung;tiktok;neutral
lahh bukan onana kipernya;youtube;neutral
jap jadi dia pergi malaysia kah;tiktok;neutral
kalah menang biasa aja ini goliri panyunatik;tiktok;negative
sir alex ferguson ketawa melihatnya;youtube;negative
sehinaa itu kah emyu sekarang;tiktok;negative
kok kalah sih bg;tiktok;negative
i believe kelantan team can beat man utd;tiktok;negative
mu rekuest indonesia u malah dikasih asean itupun kalah;tiktok;negative
dari indo siapa yang ikut;youtube;neutral
munyuk munyuk;tiktok;negative
jangan sedih sampai tak makan tau babe wakanda;tiktok;neutral
mending ganti aja tu emyu jadi club malam;tiktok;negative
danzbwahahaha fizyylintang;tiktok;negative
kasian ya fans emyu jaman skarang ga pernah nyaksiin di era saf kasian mreka blum pernah ngrasin terhiburfakta loh karena emyu hanya ada di era itu;tiktok;negative
kalah mah kalah aja sekeles mu secara logika mana mau mempertaruhkan harga diri untuk mengalah itu pertandingan d tonton jutaan orang d seluruh dunia;youtube;negative
yahh ga jd pawai dahhh;news;neutral
mhmdparizzmalik risaldi pemain indonesia;youtube;neutral
asean all star itu pemainnya belum saling mengenal bang bisanya kelas mu dibawah mereka;tiktok;negative
kalo lawan king indo udah kebantai itu emyu;tiktok;negative
seru banget main di gak berasa waktu berlalu;youtube;positive
semangat yh;tiktok;positive
namanya juga pertandingan hiburan yang penting penonton happy mu dapat banyak uang serta merchardise mu tetap laku keras di kawasan asean berapapun skornya itu tidak penting;news;positive
jauh jauh dari eropa ke malaysia cuma liattt asean al star angkat piala;tiktok;negative
gapapa gak dapat piala asalkan friendly match;tiktok;positive
dah bener dagang pecelmalah maen bola;tiktok;negative
masa garnacho kalah sama kakang rudianto pemain persib;tiktok;negative
kalo di liga pasti mentok ama arema;tiktok;negative
kalah menang itu hal wajar;tiktok;positive
kalah menang itu hal yang wajar tapi kalo kalah mulu itu mu;tiktok;negative
kembalikan ferguson;tiktok;negative
psis semarang vs mu menang siapa ya;tiktok;negative
ini emyu kayaknya lawan antar rt pun kalah nih;tiktok;negative
lawan piala diy pun x lepas;tiktok;negative
surat pindah clube;tiktok;negative
bukan aff itu tapi maybank challenge;tiktok;neutral
mampir disini ingin tahu penonton nya penuh apa nggaknya;youtube;neutral
sebelum ribuan like masih;tiktok;neutral
kalo madrid di katain kalah menang itu hal yg wajar;tiktok;neutral
ga kebayang kalo vs europa all star sekarang;tiktok;neutral
bg udah berapa kali kena bully;tiktok;neutral
gapapa terus setiap kalah;tiktok;negative
maung tiger in sundanesse language;youtube;negative
padahal lawan asean all starnya di bali aja kalah;tiktok;negative
salut sama admin mu apa pun hasilnya konsisten setiap pertandigam di pos;youtube;positive
jual bikin usaha pecel lele aja;tiktok;negative
apalagi ni yang mau di ganti platih udh;tiktok;negative
untung mainnya di malaysia kalau di indonesia pasti lapangan yg di salahin;tiktok;positive
team bapuk;youtube;negative
ada kala nya diatas ada kalanya dibawah anda ngapain ngeledek;news;positive
mending asean all star main di ipl dari pada mu;tiktok;negative
kantemu gi yu t qu;youtube;negative
turunin lgi lah levelnya;tiktok;negative
sepupu gua salahsatunya hahhha jauhjauh ke malaysia nonton mu berharap penghibur lara musim yang kelam friendly match pun kalah hahahah;youtube;negative
man city mau diajarin kalahin mu;tiktok;negative
sampai sini apakah mau tetap setia sama emyu bangwkk;tiktok;neutral
yes asean menang;tiktok;negative
mu raja bawah;tiktok;negative
kasian banget;tiktok;negative
musim depan tsunami trofi bg;tiktok;positive
tenang masih ada leg;tiktok;positive
takperlu alasan kami fans glory glory mancister united tatap di sini;tiktok;positive
sekelas mitra kukar mah ini mu;tiktok;negative
kapasitas juga gedean bukit jalil bukit jalil gbk;youtube;neutral
lemah;tiktok;negative
g usah kini bikin malu;youtube;negative
makan lahh duluu nakk;tiktok;negative
mu singkatan dari madura united;tiktok;negative
mu tengah penat loh abis main europe league;tiktok;positive
mu gaangkat piala realmadrid juga engga besfren sejadi temen turun temen juga harus temenin;tiktok;positive
hahahahaha asean ni boss ada arif aiman senggol dong;tiktok;negative
